PeakID,Chr,Start,End,Strand,Peak Score,Focus Ratio/Region Size,Annotation,Detailed Annotation,Distance to TSS,Nearest PromoterID,Entrez ID,Nearest Unigene,Nearest Refseq,Nearest Ensembl,Gene Name,Gene Alias,Gene Description,Gene Type
chr9-228,chr9,112212323,112212496,+,1,NA,"5' UTR (NM_001145369: exon 1 of 21)","5' UTR (NM_001145369: exon 1 of 21)",1254,NM_001145369,5774,Hs.436429,NM_001145368,ENSG00000070159,PTPN3,PTP-H1|PTPH1,"protein tyrosine phosphatase: non-receptor type 3",protein-coding
chr6-3421,chr6,12718884,12719057,+,1,NA,"5' UTR (NM_001242648: exon 3 of 15)","5' UTR (NM_001242648: exon 3 of 15)",1934,NM_030948,221692,Hs.436996,XM_005248933,,PHACTR1,RPEL|RPEL1|dJ257A7.2,phosphatase and actin regulator 1,protein-coding
chr1-166,chr1,100643633,100643806,+,1,NA,"5' UTR (NM_001256385: exon 1 of 11)","5' UTR (NM_001256385: exon 1 of 11)",109,NM_144620,127495,Hs.729095,XM_005270458,ENSG00000122477,LRRC39,-,leucine rich repeat containing 39,protein-coding
chr1-3231,chr1,235872383,235872556,+,1,NA,"exon (NM_000081: exon 44 of 53)","exon (NM_000081: exon 44 of 53)",-58416,NM_001098721,2786,Hs.159711,NM_001098721,ENSG00000168243,GNG4,-,"guanine nucleotide binding protein (G protein): gamma 4",protein-coding
chr2-4127,chr2,227896827,227897000,+,1,NA,"exon (NM_000092: exon 39 of 48)","exon (NM_000092: exon 39 of 48)",132361,NM_000092,1286,Hs.591645,XM_005246281,ENSG00000081052,COL4A4,CA44,"collagen: type IV: alpha 4",protein-coding
chr10-1231,chr10,65358914,65359087,+,1,NA,"exon (NM_001001330: exon 5 of 8)","exon (NM_001001330: exon 5 of 8)",77878,NM_001001330,221035,Hs.499833,XM_005269620,ENSG00000165476,REEP3,C10orf74,receptor accessory protein 3,protein-coding
chr4-2097,chr4,183658038,183658211,+,1,NA,"exon (NM_001080477: exon 16 of 27)","exon (NM_001080477: exon 16 of 27)",180505,NM_001921,1635,Hs.183850,XM_005262778,ENSG00000129187,DCTD,-,dCMP deaminase,protein-coding
chr18-1484,chr18,8370915,8371088,+,1,NA,"exon (NM_001105244: exon 24 of 33)","exon (NM_001105244: exon 24 of 33)",-3970,NR_024419,100192426,Hs.666655,NR_024419,ENSG00000266149,RP11-789C17.3,-,uncharacterized LOC100192426,ncRNA
chr2-8477,chr2,191233835,191234008,+,1,NA,"exon (NM_001128928: exon 6 of 7)","exon (NM_001128928: exon 6 of 7)",25726,NM_002194,3628,Hs.32309,XM_005246532,ENSG00000151689,INPP1,-,inositol polyphosphate-1-phosphatase,protein-coding
chr16-508,chr16,9934771,9934944,+,1,NA,"exon (NM_001134408: exon 6 of 14)","exon (NM_001134408: exon 6 of 14)",-276610,NR_106988,102465753,,NR_106988,,MIR7641-2,B-ATF|hsa-mir-7641-2,microRNA mir-7641-2,ncRNA
chr13-2581,chr13,20399047,20399220,+,1,NA,"exon (NM_001142684: exon 8 of 8)","exon (NM_001142684: exon 8 of 8)",38642,NM_001142684,9205,Hs.530988,XM_005266593,ENSG00000132950,ZMYM5,HSPC050|MYM|ZNF198L1|ZNF237,"zinc finger: MYM-type 5",protein-coding
chr3-601,chr3,17052928,17053101,+,1,NA,"exon (NM_001144382: exon 4 of 8)","exon (NM_001144382: exon 4 of 8)",78327,NR_037465,100500913,,NR_037465,ENSG00000264818,MIR3714,-,microRNA 3714,ncRNA
chr3-2983,chr3,149508537,149508710,+,1,NA,"exon (NM_001144960: exon 2 of 6)","exon (NM_001144960: exon 2 of 6)",1986,NM_001144960,389161,Hs.665988,NM_001144960,ENSG00000206199,ANKUB1,C3orf16,ankyrin repeat and ubiquitin domain containing 1,protein-coding
chr4-2494,chr4,37440476,37440649,+,1,NA,"exon (NM_001144990: exon 6 of 7)","exon (NM_001144990: exon 6 of 7)",-14989,NM_001104629,55286,Hs.107527,XM_005262657,ENSG00000154274,C4orf19,-,chromosome 4 open reading frame 19,protein-coding
chr17-258,chr17,42751457,42751630,+,1,NA,"exon (NM_001145080: exon 8 of 8)","exon (NM_001145080: exon 8 of 8)",15621,NM_001099225,124808,Hs.579115,XM_005257042,ENSG00000180329,CCDC43,-,coiled-coil domain containing 43,protein-coding
chr21-219,chr21,34007093,34007266,+,1,NA,"exon (NM_001160302: exon 31 of 32)","exon (NM_001160302: exon 31 of 32)",-22262,NM_021254,56683,Hs.5811,XM_005261007,ENSG00000159079,C21orf59,C21orf48|CILD26|FBB18,chromosome 21 open reading frame 59,protein-coding
chr3-1164,chr3,142253903,142254076,+,1,NA,"exon (NM_001184: exon 21 of 47)","exon (NM_001184: exon 21 of 47)",43678,NM_001184,545,Hs.271791,XR_241498,ENSG00000175054,ATR,FCTCS|FRP1|MEC1|SCKL|SCKL1,ataxia telangiectasia and Rad3 related,protein-coding
chr15-123,chr15,85632488,85632661,+,1,NA,"exon (NM_001243137: exon 7 of 22)","exon (NM_001243137: exon 7 of 22)",107370,NM_173454,5151,Hs.9333,XM_005254933,ENSG00000073417,PDE8A,HsT19550,phosphodiesterase 8A,protein-coding
chr17-723,chr17,51064559,51064732,+,1,NA,"exon (NM_001243552: exon 4 of 4)","exon (NM_001243552: exon 4 of 4)",1766,NM_001243552,100506650,Hs.146556,XM_005256919,ENSG00000227011,C17orf112,-,chromosome 17 open reading frame 112,protein-coding
chr7-918,chr7,115582003,115582176,+,1,NA,"exon (NM_001244583: exon 5 of 6)","exon (NM_001244583: exon 5 of 6)",26277,NM_001244583,22797,Hs.125962,XM_005250231,ENSG00000105967,TFEC,TCFEC|TFE-C|TFEC-L|TFECL|bHLHe34|hTFEC-L,transcription factor EC,protein-coding
chr2-3049,chr2,152487218,152487391,+,1,NA,"exon (NM_001271208: exon 67 of 183)","exon (NM_001271208: exon 67 of 183)",103696,NM_001164508,4703,Hs.588655,XM_005246590,ENSG00000183091,NEB,NEB177D|NEM2,nebulin,protein-coding
chr1-5883,chr1,176926822,176926995,+,1,NA,"exon (NM_001286164: exon 11 of 23)","exon (NM_001286164: exon 11 of 23)",71672,NR_030163,574441,,NR_030163,,MIR488,MIRN488|hsa-mir-488,microRNA 488,ncRNA
chr3-137,chr3,138219279,138219452,+,1,NA,"exon (NM_001288967: exon 11 of 14)","exon (NM_001288967: exon 11 of 14)",65951,NM_031913,83850,Hs.477711,XR_241510,ENSG00000158220,ESYT3,CHR3SYT|E-Syt3|FAM62C,extended synaptotagmin-like protein 3,protein-coding
chr10-1876,chr10,14950424,14950597,+,1,NA,"exon (NM_001289078: exon 12 of 12)","exon (NM_001289078: exon 12 of 12)",29612,NM_024670,79723,Hs.554883,NM_001193424,ENSG00000152455,SUV39H2,KMT1B,suppressor of variegation 3-9 homolog 2 (Drosophila),protein-coding
chr11-1806,chr11,121476189,121476362,+,1,NA,"exon (NM_003105: exon 35 of 48)","exon (NM_003105: exon 35 of 48)",153364,NM_003105,6653,Hs.368592,XM_005271652,ENSG00000137642,SORL1,C11orf32|LR11|LRP9|SORLA|SorLA-1|gp250,"sortilin-related receptor: L(DLR class) A repeats containing",protein-coding
chr6-602,chr6,27778107,27778280,+,1,NA,"exon (NM_003536: exon 1 of 1)","exon (NM_003536: exon 1 of 1)",352,NM_003536,8357,Hs.591778,NM_003536,ENSG00000203813,HIST1H3H,H3/k|H3F1K|H3FK,"histone cluster 1: H3h",protein-coding
chr4-6932,chr4,77230294,77230467,+,1,NA,"exon (NM_003943: exon 2 of 2)","exon (NM_003943: exon 2 of 2)",3202,NM_003943,8987,Hs.109590,NM_003943,ENSG00000118804,STBD1,GENEX3414,starch binding domain 1,protein-coding
chr2-4090,chr2,222433391,222433564,+,1,NA,"exon (NM_004438: exon 2 of 18)","exon (NM_004438: exon 2 of 18)",3532,NM_004438,2043,Hs.371218,XM_005246374,ENSG00000116106,EPHA4,HEK8|SEK|TYRO1,EPH receptor A4,protein-coding
chr2-3343,chr2,169995119,169995292,+,1,NA,"exon (NM_004525: exon 75 of 79)","exon (NM_004525: exon 75 of 79)",57589,NM_001142271,10170,Hs.179608,XM_005246230,ENSG00000073737,DHRS9,3ALPHA-HSD|RDH-TBE|RDH15|RDHL|RDHTBE|RETSDR8|SDR9C4,dehydrogenase/reductase (SDR family) member 9,protein-coding
chr6-1194,chr6,133005515,133005688,+,1,NA,"exon (NM_004666: exon 6 of 7)","exon (NM_004666: exon 6 of 7)",29592,NM_004666,8876,Hs.720659,NM_004666,ENSG00000112299,VNN1,HDLCQ8|Tiff66,vanin 1,protein-coding
chr7-5817,chr7,141730163,141730336,+,1,NA,"exon (NM_004668: exon 11 of 48)","exon (NM_004668: exon 11 of 48)",34571,NM_004668,8972,Hs.122785,XM_005250069,ENSG00000257335,MGAM,MG|MGA,maltase-glucoamylase (alpha-glucosidase),protein-coding
chr1-3885,chr1,67263752,67263925,+,1,NA,"exon (NM_005478: exon 2 of 2)","exon (NM_005478: exon 2 of 2)",3103,NM_005478,10022,Hs.251380,NM_005478,ENSG00000172410,INSL5,PRO182|UNQ156,insulin-like 5,protein-coding
chr1-1755,chr1,79116111,79116284,+,1,NA,"exon (NM_006417: exon 2 of 9)","exon (NM_006417: exon 2 of 9)",721,NM_006417,10561,Hs.82316,XM_005270378,ENSG00000137965,IFI44,MTAP44|TLDC5|p44,interferon-induced protein 44,protein-coding
chr1-3434,chr1,35453846,35454019,+,1,NA,"exon (NM_007167: exon 16 of 16)","exon (NM_007167: exon 16 of 16)",-2985,NM_001195156,100506144,Hs.533986,NM_001195156,ENSG00000243749,ZMYM6NB,-,ZMYM6 neighbor,protein-coding
chr18-2040,chr18,33706180,33706353,+,1,NA,"exon (NM_012319: exon 2 of 10)","exon (NM_012319: exon 2 of 10)",3090,NM_012319,25800,Hs.79136,NM_001099406,ENSG00000141424,SLC39A6,LIV-1,"solute carrier family 39 (zinc transporter): member 6",protein-coding
chr7-960,chr7,120446572,120446745,+,1,NA,"exon (NM_012338: exon 7 of 8)","exon (NM_012338: exon 7 of 8)",51518,NM_012338,23554,Hs.16529,XM_005250239,ENSG00000106025,TSPAN12,EVR5|NET-2|NET2|TM4SF12,tetraspanin 12,protein-coding
chr11-2575,chr11,36302221,36302394,+,1,NA,"exon (NM_014186: exon 2 of 6)","exon (NM_014186: exon 2 of 6)",8691,NM_001101653,29099,Hs.279836,XM_005252879,,COMMD9,-,COMM domain containing 9,protein-coding
chr2-8472,chr2,191114298,191114471,+,1,NA,"exon (NM_014362: exon 9 of 14)","exon (NM_014362: exon 9 of 14)",68704,NM_032321,84281,Hs.389311,XM_005246903,ENSG00000187699,C2orf88,smAKAP,chromosome 2 open reading frame 88,protein-coding
chr8-1239,chr8,53084517,53084690,+,1,NA,"exon (NM_014682: exon 10 of 26)","exon (NM_014682: exon 10 of 26)",237835,NM_014682,9705,Hs.655499,XM_005251329,ENSG00000147488,ST18,ZC2HC10|ZNF387,suppression of tumorigenicity 18 (breast carcinoma) (zinc finger protein),protein-coding
chr2-2274,chr2,61577653,61577826,+,1,NA,"exon (NM_014709: exon 11 of 80)","exon (NM_014709: exon 11 of 80)",66772,NR_003707,100124537,Hs.675825,NR_003707,,SNORA70B,-,"small nucleolar RNA: H/ACA box 70B",snoRNA
chr11-1269,chr11,72613529,72613702,+,1,NA,"exon (NM_014824: exon 10 of 20)","exon (NM_014824: exon 10 of 20)",88165,NM_033388,89849,Hs.653186,XM_005274376,ENSG00000168010,ATG16L2,ATG16B|WDR80,autophagy related 16-like 2 (S. cerevisiae),protein-coding
chr5-3204,chr5,134120111,134120284,+,1,NA,"exon (NM_014829: exon 10 of 23)","exon (NM_014829: exon 10 of 23)",25737,NM_014829,9879,Hs.406549,XM_005272142,ENSG00000145833,DDX46,PRPF5|Prp5,DEAD (Asp-Glu-Ala-Asp) box polypeptide 46,protein-coding
chr16-238,chr16,18864970,18865143,+,1,NA,"exon (NM_015092: exon 31 of 63)","exon (NM_015092: exon 31 of 63)",-52200,NM_015161,23204,Hs.634882,XM_005255192,ENSG00000170540,ARL6IP1,AIP1|ARL6IP|ARMER,ADP-ribosylation factor-like 6 interacting protein 1,protein-coding
chr12-3431,chr12,65264310,65264483,+,1,NA,"exon (NM_015279: exon 11 of 12)","exon (NM_015279: exon 11 of 12)",-13157,NR_033988,400046,Hs.591032,NR_033988,ENSG00000255693,FLJ41278,RP11-766N7.3,uncharacterized LOC400046,ncRNA
chr11-1274,chr11,73844450,73844623,+,1,NA,"exon (NM_015531: exon 6 of 31)","exon (NM_015531: exon 6 of 31)",37527,NM_001286577,26005,Hs.694798,XM_005273893,ENSG00000168014,C2CD3,-,C2 calcium-dependent domain containing 3,protein-coding
chr2-289,chr2,15679386,15679559,+,1,NA,"exon (NM_015909: exon 7 of 52)","exon (NM_015909: exon 7 of 52)",21999,NR_052013,51594,Hs.467759,NM_015909,ENSG00000151779,NBAS,NAG|SOPH,neuroblastoma amplified sequence,protein-coding
chr3-4222,chr3,32569886,32570059,+,1,NA,"exon (NM_016141: exon 12 of 13)","exon (NM_016141: exon 12 of 13)",-25570,NM_017801,54918,Hs.731820,NM_017801,ENSG00000091317,CMTM6,CKLFSF6|PRO2219,CKLF-like MARVEL transmembrane domain containing 6,protein-coding
chr11-508,chr11,77458035,77458208,+,1,NA,"exon (NM_016578: exon 3 of 16)","exon (NM_016578: exon 3 of 16)",73758,NM_016578,51773,Hs.593415,XM_005274051,ENSG00000048649,RSF1,HBXAP|RSF-1|XAP8|p325,remodeling and spacing factor 1,protein-coding
chr16-244,chr16,21048020,21048193,+,1,NA,"exon (NM_017539: exon 35 of 62)","exon (NM_017539: exon 35 of 62)",-121805,NM_020422,57146,Hs.258212,XM_005255438,ENSG00000011638,TMEM159,PROMETHIN,transmembrane protein 159,protein-coding
chr10-322,chr10,5784376,5784549,+,1,NA,"exon (NM_017782: exon 14 of 21)","exon (NM_017782: exon 14 of 21)",57662,NM_017782,54906,Hs.610717,XM_005252474,ENSG00000108021,FAM208B,C10orf18|bA318E3.2,"family with sequence similarity 208: member B",protein-coding
chr8-4338,chr8,95839874,95840047,+,1,NA,"exon (NM_017864: exon 4 of 27)","exon (NM_017864: exon 4 of 27)",4443,NM_017864,55656,Hs.727669,NM_017864,ENSG00000164941,INTS8,C8orf52|INT8,integrator complex subunit 8,protein-coding
chr3-699,chr3,41746483,41746656,+,1,NA,"exon (NM_017886: exon 27 of 37)","exon (NM_017886: exon 27 of 37)",257090,NM_017886,54986,Hs.656192,XM_005265259,ENSG00000168038,ULK4,FAM7C1|REC01035,unc-51 like kinase 4,protein-coding
chr15-276,chr15,62264762,62264935,+,1,NA,"exon (NM_018080: exon 25 of 80)","exon (NM_018080: exon 25 of 80)",87815,NM_017684,54832,Hs.511668,NM_001018088,ENSG00000129003,VPS13C,-,vacuolar protein sorting 13 homolog C (S. cerevisiae),protein-coding
chr13-205,chr13,41905374,41905547,+,1,NA,"exon (NM_018527: exon 8 of 10)","exon (NM_018527: exon 8 of 10)",20120,NM_001110798,79612,Hs.512914,XM_005266522,ENSG00000172766,NAA16,NARG1L,"N(alpha)-acetyltransferase 16: NatA auxiliary subunit",protein-coding
chr2-1135,chr2,141093302,141093475,+,1,NA,"exon (NM_018557: exon 78 of 91)","exon (NM_018557: exon 78 of 91)",1438495,NR_033658,647012,Hs.639411,NR_033658,,YY1P2,-,YY1 transcription factor pseudogene 2,pseudo
chr4-113,chr4,120192955,120193128,+,1,NA,"exon (NM_019050: exon 15 of 18)","exon (NM_019050: exon 15 of 18)",28926,NM_001001701,401152,Hs.173705,NM_001001701,,C4orf3,-,chromosome 4 open reading frame 3,protein-coding
chr2-2059,chr2,42806207,42806380,+,1,NA,"exon (NM_020744: exon 3 of 14)","exon (NM_020744: exon 3 of 14)",10637,NM_020744,57504,Hs.745162,XM_005264456,ENSG00000057935,MTA3,-,"metastasis associated 1 family: member 3",protein-coding
chr4-3395,chr4,99358120,99358293,+,1,NA,"exon (NM_021159: exon 14 of 15)","exon (NM_021159: exon 14 of 15)",175680,NM_001100427,5910,Hs.132858,XM_005263169,ENSG00000138698,RAP1GDS1,GDS1|SmgGDS,"RAP1: GTP-GDP dissociation stimulator 1",protein-coding
chr9-1409,chr9,109687345,109687518,+,1,NA,"exon (NM_021224: exon 3 of 13)","exon (NM_021224: exon 3 of 13)",62054,NM_021224,58499,Hs.370379,XM_005252117,ENSG00000148143,ZNF462,Zfp462,zinc finger protein 462,protein-coding
chr12-4724,chr12,102505869,102506042,+,1,NA,"exon (NM_024057: exon 2 of 9)","exon (NM_024057: exon 2 of 9)",6405,NM_024057,79023,Hs.444276,XM_005269144,ENSG00000075188,NUP37,p37,nucleoporin 37kDa,protein-coding
chr4-696,chr4,126336333,126336506,+,1,NA,"exon (NM_024582: exon 5 of 17)","exon (NM_024582: exon 5 of 17)",-91994,NR_031746,100302267,,NR_031746,,MIR2054,hsa-mir-2054,microRNA 2054,ncRNA
chr3-6258,chr3,113804508,113804681,+,1,NA,"exon (NM_024638: exon 10 of 10)","exon (NM_024638: exon 10 of 10)",29013,NM_024638,79691,Hs.477162,XM_005247769,ENSG00000151576,QTRTD1,-,queuine tRNA-ribosyltransferase domain containing 1,protein-coding
chr12-26,chr12,18237435,18237608,+,1,NA,"exon (NM_024730: exon 5 of 6)","exon (NM_024730: exon 5 of 6)",5605,NR_104413,79785,Hs.732831,XM_005253483,ENSG00000111404,RERGL,-,RERG/RAS-like,protein-coding
chr6-294,chr6,56029146,56029319,+,1,NA,"exon (NM_030820: exon 9 of 30)","exon (NM_030820: exon 9 of 30)",83145,NM_030820,81578,Hs.47629,XM_005249431,ENSG00000124749,COL21A1,COLA1L|dJ682J15.1|dJ708F5.1,"collagen: type XXI: alpha 1",protein-coding
chr5-5655,chr5,90085441,90085614,+,1,NA,"exon (NM_032119: exon 69 of 90)","exon (NM_032119: exon 69 of 90)",230911,NR_003149,84059,Hs.591777,XM_005248613,ENSG00000164199,GPR98,FEB4|MASS1|USH2B|USH2C|VLGR1|VLGR1b,G protein-coupled receptor 98,protein-coding
chr20-803,chr20,40045896,40046069,+,1,NA,"exon (NM_032221: exon 32 of 37)","exon (NM_032221: exon 32 of 37)",-50485,NM_052846,90187,Hs.726525,NM_052846,ENSG00000183798,EMILIN3,C20orf130|EMILIN5|dJ620E11.4,elastin microfibril interfacer 3,protein-coding
chr5-695,chr5,40843393,40843566,+,1,NA,"exon (NM_032587: exon 2 of 3)","exon (NM_032587: exon 2 of 3)",2070,NM_032587,84674,Hs.200242,NM_032587,ENSG00000132357,CARD6,CINCIN1,"caspase recruitment domain family: member 6",protein-coding
chr11-1888,chr11,5686308,5686481,+,1,NA,"exon (NM_033034: exon 8 of 8)","exon (NM_033034: exon 8 of 8)",19944,NM_033093,85363,Hs.125300,XM_005253183,ENSG00000132256,TRIM5,RNF88|TRIM5alpha,tripartite motif containing 5,protein-coding
chr16-1041,chr16,76483582,76483755,+,1,NA,"exon (NM_033401: exon 7 of 24)","exon (NM_033401: exon 7 of 24)",139934,NM_138994,85445,Hs.461389,NM_033401,ENSG00000152910,CNTNAP4,CASPR4,contactin associated protein-like 4,protein-coding
chr6-607,chr6,28543755,28543928,+,1,NA,"exon (NM_052923: exon 3 of 4)","exon (NM_052923: exon 3 of 4)",11270,NM_052923,114821,Hs.176980,NM_052923,ENSG00000232040,SCAND3,Buster4|ZBED9|ZFP38-L|ZNF305P2|ZNF452|dJ1186N24.3,SCAN domain containing 3,protein-coding
chr15-1593,chr15,66621577,66621750,+,1,NA,"exon (NM_133375: exon 14 of 17)","exon (NM_133375: exon 14 of 17)",18016,NR_004388,692149,,NR_004388,,SCARNA14,U100,small Cajal body-specific RNA 14,ncRNA
chr5-1301,chr5,128956256,128956429,+,1,NA,"exon (NM_133638: exon 9 of 23)","exon (NM_133638: exon 9 of 23)",-127541,NM_001257308,100127206,Hs.582534,NM_001257308,,KIAA1024L,-,KIAA1024-like,protein-coding
chr2-1278,chr2,159032981,159033154,+,1,NA,"exon (NM_138803: exon 13 of 14)","exon (NM_138803: exon 13 of 14)",9906,NR_038850,554201,Hs.570262,NR_038850,ENSG00000227480,CCDC148-AS1,AC069146.2,CCDC148 antisense RNA 1,ncRNA
chr12-1593,chr12,76448736,76448909,+,1,NA,"exon (NM_139207: exon 8 of 16)","exon (NM_139207: exon 8 of 16)",-23267,NM_007350,22822,Hs.602085,NM_007350,,PHLDA1,DT1P1B11|PHRIP|TDAG51,"pleckstrin homology-like domain: family A: member 1",protein-coding
chr18-1541,chr18,12725383,12725556,+,1,NA,"exon (NM_147163: exon 7 of 7)","exon (NM_147163: exon 7 of 7)",22483,NM_020232,56984,Hs.464652,NM_020232,ENSG00000128789,PSMG2,CLAST3|HCCA3|HsT1707|MDS003|PAC2|TNFSF5IP1,"proteasome (prosome: macropain) assembly chaperone 2",protein-coding
chr2-749,chr2,24962227,24962400,+,1,NA,"exon (NM_147233: exon 16 of 21)","exon (NM_147233: exon 16 of 21)",-53861,NM_001199803,79172,Hs.731569,XR_244957,ENSG00000138092,CENPO,CENP-O|ICEN-36|MCM21R,centromere protein O,protein-coding
chr11-1066,chr11,30352782,30352955,+,1,NA,"exon (NM_152316: exon 2 of 4)","exon (NM_152316: exon 2 of 4)",8220,NM_152316,120534,Hs.502208,XM_005252792,,ARL14EP,ARF7EP|C11orf46|dJ299F11.1,ADP-ribosylation factor-like 14 effector protein,protein-coding
chr4-1611,chr4,123663262,123663435,+,1,NA,"exon (NM_152618: exon 2 of 2)","exon (NM_152618: exon 2 of 2)",9492,NM_001178007,166379,Hs.400698,NM_001178007,ENSG00000181004,BBS12,C4orf24,Bardet-Biedl syndrome 12,protein-coding
chr15-92,chr15,49869757,49869930,+,1,NA,"exon (NM_152647: exon 6 of 16)","exon (NM_152647: exon 6 of 16)",43274,NM_152647,196951,Hs.712959,XM_005254213,ENSG00000166262,FAM227B,C15orf33,"family with sequence similarity 227: member B",protein-coding
chr2-3352,chr2,170865318,170865491,+,1,NA,"exon (NM_172070: exon 29 of 39)","exon (NM_172070: exon 29 of 39)",-169250,NR_045684,140469,Hs.671900,NM_001171642,ENSG00000071909,MYO3B,-,myosin IIIB,protein-coding
chr11-507,chr11,77301523,77301696,+,1,NA,"exon (NM_173039: exon 1 of 3)","exon (NM_173039: exon 1 of 3)",930,NM_173039,282679,Hs.503345,XM_005273915,ENSG00000178301,AQP11,AQPX1,aquaporin 11,protein-coding
chr2-672,chr2,215846979,215847152,+,1,NA,"exon (NM_173076: exon 30 of 53)","exon (NM_173076: exon 30 of 53)",49744,NM_015657,26154,Hs.134585,NM_015657,ENSG00000144452,ABCA12,ARCI4A|ARCI4B|ICR2B|LI2,"ATP-binding cassette: sub-family A (ABC1): member 12",protein-coding
chr4-832,chr4,170627964,170628137,+,1,NA,"exon (NM_173872: exon 11 of 14)","exon (NM_173872: exon 11 of 14)",46838,NM_001243374,1182,Hs.736017,XM_005262726,ENSG00000109572,CLCN3,CLC3|ClC-3,"chloride channel: voltage-sensitive 3",protein-coding
chr12-327,chr12,100994140,100994313,+,1,NA,"exon (NM_174942: exon 4 of 10)","exon (NM_174942: exon 4 of 10)",26738,NM_174942,283431,Hs.20575,XM_005268804,ENSG00000139354,GAS2L3,G2L3,growth arrest-specific 2 like 3,protein-coding
chr8-1969,chr8,110471966,110472139,+,1,NA,"exon (NM_177531: exon 47 of 78)","exon (NM_177531: exon 47 of 78)",-79876,NM_198120,9166,Hs.632960,XM_005251097,ENSG00000147654,EBAG9,EB9|PDAF,"estrogen receptor binding site associated: antigen: 9",protein-coding
chr10-168,chr10,18874813,18874986,+,1,NA,"exon (NM_182543: exon 8 of 11)","exon (NM_182543: exon 8 of 11)",65650,NM_182543,221078,Hs.396175,XM_005252394,ENSG00000241058,NSUN6,4933414E04Rik|NOPD1,"NOP2/Sun domain family: member 6",protein-coding
chr1-1021,chr1,169272324,169272497,+,1,NA,"exon (NM_197972: exon 5 of 12)","exon (NM_197972: exon 5 of 12)",-64783,NM_003666,8548,Hs.130746,XM_005245561,ENSG00000117475,BLZF1,GOLGIN-45|JEM-1|JEM-1s|JEM1,basic leucine zipper nuclear factor 1,protein-coding
chr3-258,chr3,58855126,58855299,+,1,NA,"exon (NM_198463: exon 9 of 16)","exon (NM_198463: exon 9 of 16)",180502,NM_198463,200844,Hs.368434,XM_005264928,ENSG00000163689,C3orf67,-,chromosome 3 open reading frame 67,protein-coding
chr13-51,chr13,82233910,82234083,+,1,NA,Intergenic,Intergenic,-1318911,NM_005842,10253,Hs.18676,XM_005266217,ENSG00000136158,SPRY2,hSPRY2,sprouty homolog 2 (Drosophila),protein-coding
chr4-4378,chr4,155933301,155933474,+,1,NA,Intergenic,Intergenic,-196393,NM_000910,4887,Hs.37125,XM_005263033,ENSG00000185149,NPY2R,NPY2-R,neuropeptide Y receptor Y2,protein-coding
chrX-24,chrX,35207334,35207507,+,1,NA,Intergenic,Intergenic,246508,NM_152631,170062,Hs.197801,NM_152631,ENSG00000189132,FAM47B,-,"family with sequence similarity 47: member B",protein-coding
chr1-2172,chr1,105937058,105937231,+,1,NA,Intergenic,L1MA2|LINE|L1,1321500,NR_033990,100129138,Hs.514487,NR_033990,ENSG00000215869,LOC100129138,-,"THAP domain containing: apoptosis associated protein 3 pseudogene",pseudo
chr12-2820,chr12,28728084,28728257,+,1,NA,Intergenic,LTR85b|LTR|Gypsy?,318038,NM_018318,55297,Hs.653125,XM_005253412,ENSG00000123106,CCDC91,p56,coiled-coil domain containing 91,protein-coding
chr10-3868,chr10,127293916,127294089,+,1,NA,Intergenic,Intergenic,31063,NR_023362,100169752,Hs.652647,NR_023362,ENSG00000237675,TEX36-AS1,RP11-118H17.1,TEX36 antisense RNA 1,ncRNA
chr3-8208,chr3,182429178,182429351,+,1,NA,Intergenic,Intergenic,-82026,NM_014616,23200,Hs.478429,XM_005247241,ENSG00000058063,ATP11B,ATPIF|ATPIR,"ATPase: class VI: type 11B",protein-coding
chr6-2497,chr6,105639612,105639785,+,1,NA,Intergenic,MIRb|SINE|MIR,-11841,NM_022361,64208,Hs.458336,XM_005267095,,POPDC3,POP3|RP11-99L11.2|bA355M14.1,popeye domain containing 3,protein-coding
chr4-4434,chr4,159203832,159204005,+,1,NA,Intergenic,Intergenic,72518,NM_018342,55314,Hs.176227,XM_005263110,ENSG00000164124,TMEM144,-,transmembrane protein 144,protein-coding
